,class0,class1,class2,y_test
3049,0.106378786266,0.47462823987,0.418992966413,1
1079,0.336160540581,0.485098868608,0.178740635514,1
8752,0.158881530166,0.357048094273,0.484070360661,2
1171,0.149372398853,0.443647652864,0.40697991848,2
2167,0.0999516695738,0.44804751873,0.452000766993,2
1683,0.0772376731038,0.681915938854,0.24084636569,1
6887,0.238222643733,0.462252855301,0.29952454567,1
3192,0.0700206533074,0.71045935154,0.2195199579,1
803,0.0662442520261,0.771939575672,0.161816135049,1
8976,0.100909657776,0.545414328575,0.353676050901,1
2447,0.0633067563176,0.522477090359,0.414216220379,2
10134,0.0698019042611,0.690013229847,0.240184888244,1
3846,0.0627113282681,0.588526546955,0.348762094975,2
5875,0.187354251742,0.570508301258,0.242137447,1
4874,0.180741578341,0.430157393217,0.38910099864,2
9158,0.180803775787,0.475138962269,0.344057202339,1
8413,0.201368242502,0.397547394037,0.401084333658,2
508,0.379510879517,0.482632309198,0.137856811285,0
7362,0.183187633753,0.523810684681,0.293001711369,1
9600,0.821555137634,0.0938723832369,0.0845724865794,0
1650,0.846047699451,0.0594187900424,0.0945334732533,2
1660,0.0658295825124,0.462796598673,0.471373856068,1
7073,0.170521169901,0.482121855021,0.347357004881,1
5802,0.0920935198665,0.526762545109,0.381143927574,1
394,0.162336692214,0.508559644222,0.329103678465,1
1092,0.0696145519614,0.637520611286,0.292864829302,2
3649,0.160517811775,0.479659199715,0.35982298851,2
8777,0.843854486942,0.0971484780312,0.0589970648289,1
4449,0.33592620492,0.518265128136,0.145808681846,1
4836,0.898755967617,0.0607003606856,0.0405436605215,0
3883,0.0685439705849,0.760317385197,0.171138674021,2
3389,0.311763674021,0.527132511139,0.16110381484,1
6487,0.0919497385621,0.459069699049,0.448980510235,2
644,0.872258007526,0.0606592707336,0.0670827105641,0
2211,0.0661663636565,0.662997424603,0.27083620429,2
3093,0.155102744699,0.450721234083,0.394176065922,1
6619,0.0685815215111,0.575771927834,0.355646580458,1
8608,0.106948621571,0.54334205389,0.349709361792,2
9343,0.243750050664,0.541671693325,0.214578256011,1
2776,0.194011390209,0.632496893406,0.173491731286,1
9720,0.0665396600962,0.766139447689,0.167320847511,1
7033,0.0728646591306,0.717937886715,0.209197461605,1
4420,0.848125219345,0.0921425819397,0.0597321912646,0
216,0.102852314711,0.649036824703,0.248110845685,1
8743,0.124343074858,0.455994009972,0.419662952423,0
1154,0.171535596251,0.397922933102,0.430541425943,1
5072,0.203311935067,0.612017512321,0.184670507908,2
3477,0.325369387865,0.536096453667,0.138534143567,1
4136,0.155084326863,0.408123672009,0.436791956425,2
7215,0.18884986639,0.459258288145,0.351891875267,1
1521,0.793395042419,0.0694544017315,0.137150540948,1
1868,0.21515339613,0.549932301044,0.234914302826,1
8547,0.209922417998,0.449456334114,0.340621232986,2
28,0.0767304226756,0.584430813789,0.338838726282,1
9410,0.0634441897273,0.621928632259,0.314627230167,1
7129,0.0626820623875,0.789127528667,0.148190364242,2
4431,0.166638240218,0.601733386517,0.231628373265,1
2397,0.122069172561,0.554853796959,0.323077082634,1
7961,0.227193012834,0.601814687252,0.170992299914,0
2788,0.125954627991,0.577227532864,0.296817779541,2
4837,0.139238357544,0.534260034561,0.326501578093,1
7877,0.142512097955,0.480104029179,0.377383857965,1
5044,0.0685565024614,0.776644706726,0.154798775911,1
762,0.298577666283,0.530645608902,0.170776754618,1
7529,0.0631008371711,0.435707718134,0.501191496849,2
2770,0.137366190553,0.503964006901,0.358669787645,2
6031,0.0567094236612,0.758845448494,0.184445112944,2
5291,0.0587330684066,0.739805281162,0.201461672783,1
5482,0.798101723194,0.0908242464066,0.1110740453,1
4212,0.150156527758,0.456973165274,0.392870277166,1
2913,0.207718968391,0.576072692871,0.21620836854,1
5106,0.0702822953463,0.620334327221,0.309383362532,1
8657,0.190780043602,0.481739163399,0.327480763197,2
4705,0.0644040927291,0.737356901169,0.198238968849,1
6695,0.1929217875,0.405600786209,0.401477396488,2
1480,0.104383073747,0.580293238163,0.315323680639,1
3596,0.164775669575,0.570527970791,0.264696359634,1
3718,0.0667019039392,0.748397171497,0.184900909662,1
8412,0.250349104404,0.509686052799,0.239964812994,2
2780,0.103486545384,0.625695824623,0.270817637444,1
139,0.261893481016,0.537247478962,0.200859054923,1
8415,0.0589366070926,0.55698299408,0.384080439806,1
9597,0.792185306549,0.0964410603046,0.111373603344,0
6636,0.162642329931,0.468889832497,0.36846780777,1
573,0.191907525063,0.590173840523,0.217918604612,1
3947,0.0561067871749,0.534289717674,0.409603536129,2
8018,0.148298621178,0.532120764256,0.319580614567,2
10084,0.169885128736,0.512338101864,0.317776739597,1
8962,0.0602208785713,0.566147685051,0.373631447554,2
1842,0.12300298363,0.692141830921,0.184855222702,1
9380,0.161577656865,0.665122866631,0.173299476504,1
7412,0.0725574120879,0.539879858494,0.387562692165,1
546,0.135638579726,0.495131373405,0.369230002165,1
1084,0.0670274719596,0.726951301098,0.20602118969,1
4200,0.107110954821,0.61318898201,0.27970007062,2
2871,0.82770639658,0.0650293380022,0.107264325023,0
2876,0.140342637897,0.687779247761,0.171878114343,1
5065,0.0578406527638,0.53780823946,0.404351085424,2
4426,0.082840487361,0.698217511177,0.218941956758,1
8869,0.209627434611,0.55954927206,0.230823248625,1
7363,0.209814444184,0.493134707212,0.2970508039,2
3157,0.159977331758,0.507444918156,0.332577735186,1
430,0.170890688896,0.500009477139,0.329099833965,1
6262,0.170397594571,0.495384305716,0.334218144417,2
4422,0.108251012862,0.718352913857,0.173396095634,1
5414,0.0661715120077,0.67291021347,0.260918289423,1
6503,0.204273700714,0.580605208874,0.21512106061,1
8672,0.23169195652,0.59399831295,0.174309700727,1
485,0.288817316294,0.510528683662,0.200653970242,1
7143,0.0997257009149,0.512236595154,0.388037711382,1
2137,0.231691867113,0.575966894627,0.19234123826,1
4184,0.10493721813,0.559309899807,0.335752874613,1
1150,0.213449522853,0.598468899727,0.188081547618,1
8710,0.188233837485,0.555116951466,0.256649166346,0
2054,0.154426202178,0.46413654089,0.381437242031,2
6602,0.0806340798736,0.689359247684,0.230006679893,1
7673,0.227893844247,0.583148956299,0.188957169652,1
8895,0.208375945687,0.549058914185,0.242565140128,1
8938,0.891622364521,0.0543013997376,0.0540762506425,2
9043,0.863547563553,0.0739958956838,0.0624565966427,0
3536,0.0677157044411,0.740020334721,0.192263975739,2
1920,0.150343284011,0.487730920315,0.361925750971,2
2750,0.0716604441404,0.480850547552,0.447489023209,2
8965,0.333918720484,0.445495724678,0.220585495234,2
963,0.0739364475012,0.700988590717,0.225074961782,1
8452,0.103849843144,0.533317565918,0.362832605839,1
390,0.833943367004,0.0643069893122,0.101749606431,2
2527,0.165362209082,0.528687059879,0.305950760841,2
8332,0.107363045216,0.547605156898,0.345031797886,1
6912,0.181981265545,0.44943806529,0.368580669165,2
959,0.216427341104,0.571280002594,0.212292671204,1
4208,0.168378561735,0.467486530542,0.364134967327,2
4039,0.0697636306286,0.726014554501,0.204221859574,1
6715,0.324658572674,0.539105534554,0.136235877872,1
3348,0.268104702234,0.414785921574,0.31710934639,1
3916,0.173107936978,0.480153113604,0.346738904715,1
4440,0.162300497293,0.473515331745,0.364184200764,2
4506,0.262046426535,0.472640305758,0.26531329751,2
4878,0.0689047724009,0.738090276718,0.193004965782,1
4971,0.14165250957,0.588295817375,0.270051687956,1
6713,0.231495007873,0.547233879566,0.221271142364,1
2555,0.069472424686,0.729236006737,0.20129160583,1
6274,0.266845077276,0.434842288494,0.29831263423,1
2335,0.0621841065586,0.709345817566,0.228470087051,1
5110,0.14315520227,0.460890650749,0.395954102278,1
2396,0.0796666368842,0.514802575111,0.405530780554,2
4999,0.197721689939,0.479582190514,0.322696119547,1
9189,0.204502046108,0.42709299922,0.36840492487,1
7282,0.0613105706871,0.571152627468,0.367536813021,2
3874,0.261614978313,0.579709529877,0.158675521612,1
9146,0.73045194149,0.14228489995,0.127263173461,0
4015,0.228300794959,0.524650096893,0.24704913795,1
9193,0.237310796976,0.59942984581,0.163259327412,1
7043,0.166806399822,0.535444259644,0.297749310732,1
10297,0.167529478669,0.491370767355,0.341099768877,2
4963,0.076264038682,0.6924071908,0.231328725815,2
1632,0.193288400769,0.538436174393,0.268275439739,2
7086,0.061761174351,0.587980389595,0.350258409977,1
1599,0.109409749508,0.526440620422,0.36414963007,2
1718,0.909222066402,0.0500437803566,0.0407342240214,0
6244,0.877093672752,0.0568389333785,0.0660674571991,0
8725,0.791801333427,0.099178083241,0.109020538628,0
8695,0.906459569931,0.051152985543,0.0423874109983,0
9478,0.202130436897,0.506516575813,0.291352957487,1
1604,0.157547071576,0.371148735285,0.471304148436,1
9573,0.0597534775734,0.662937045097,0.277309507132,2
4713,0.187713995576,0.544442296028,0.267843693495,2
7167,0.100753165781,0.597768306732,0.301478475332,2
10324,0.0600818991661,0.575184464455,0.364733576775,2
1494,0.162938281894,0.437163412571,0.399898320436,2
3619,0.0783906206489,0.702013015747,0.219596385956,1
6627,0.152161151171,0.480001598597,0.36783722043,1
493,0.13508605957,0.488643020391,0.376270949841,2
8021,0.104895748198,0.688181340694,0.206922888756,1
9350,0.061809130013,0.61647361517,0.321717232466,1
2049,0.0596412718296,0.680702805519,0.259655922651,1
7286,0.0898166820407,0.685501873493,0.224681392312,1
1534,0.288269013166,0.478368192911,0.233362823725,1
2368,0.0596326030791,0.53211838007,0.408249020576,2
6332,0.263189971447,0.562275588512,0.174534454942,2
7040,0.0708973258734,0.708288013935,0.220814615488,2
5751,0.284259140491,0.545168638229,0.170572221279,1
6630,0.180064335465,0.474351257086,0.34558442235,1
4050,0.877451300621,0.0673014819622,0.0552471876144,0
6573,0.16435021162,0.615890562534,0.219759255648,1
1246,0.144801974297,0.489981859922,0.365216225386,1
8694,0.858488500118,0.0872021615505,0.0543093420565,0
2302,0.919981479645,0.0444748811424,0.0355436764657,0
1330,0.0559326373041,0.52617764473,0.417889684439,1
8294,0.0613719150424,0.500733911991,0.437894165516,2
966,0.901813149452,0.0540343225002,0.0441525876522,0
7533,0.0603921189904,0.446404904127,0.493202954531,2
575,0.0691599175334,0.751043915749,0.179796174169,2
4669,0.28820425272,0.530620098114,0.181175619364,1
8890,0.112987481058,0.646501839161,0.240510687232,1
5028,0.0597912073135,0.544638574123,0.395570188761,1
674,0.0769515410066,0.671253740788,0.251794695854,1
2118,0.182789355516,0.562061905861,0.255148679018,2
2829,0.224857673049,0.607981204987,0.167161136866,1
7905,0.0615077167749,0.755738258362,0.182753995061,1
452,0.306956738234,0.526797294617,0.166245952249,1
483,0.159650936723,0.525390803814,0.314958244562,1
1416,0.250473588705,0.488819718361,0.260706722736,2
9719,0.0614489540458,0.74810731411,0.190443694592,1
2769,0.135872334242,0.680274665356,0.183853015304,1
4246,0.0620749555528,0.385344058275,0.552580952644,2
91,0.0867487117648,0.599605321884,0.313645929098,1
8402,0.901843547821,0.0589511618018,0.0392052419484,0
4229,0.317830950022,0.469501942396,0.212667107582,0
6897,0.211015447974,0.561821162701,0.227163374424,1
3913,0.0587937049568,0.626248002052,0.314958304167,2
10232,0.348523408175,0.459190517664,0.192286118865,1
5580,0.836677134037,0.0916537344456,0.0716691166162,0
9185,0.162411510944,0.502312541008,0.335275948048,2
5730,0.0572981908917,0.476045638323,0.466656178236,1
9104,0.057652849704,0.546751141548,0.39559596777,2
6333,0.0584485530853,0.509957194328,0.431594252586,2
9552,0.186147511005,0.48539853096,0.328453987837,1
6870,0.0590587705374,0.601269066334,0.33967217803,1
7313,0.285821735859,0.410601735115,0.303576588631,2
7886,0.179392397404,0.605072855949,0.215534776449,2
8978,0.0672251135111,0.688227236271,0.244547635317,2
3919,0.0651429444551,0.706993579865,0.227863490582,1
7527,0.0915665403008,0.648181080818,0.260252356529,1
5679,0.171664565802,0.470867604017,0.357467800379,1
3382,0.084935195744,0.606365740299,0.308699041605,2
10353,0.0754770338535,0.703481435776,0.221041530371,1
5825,0.11111805588,0.549586117268,0.339295834303,1
3403,0.0635151639581,0.43967244029,0.496812403202,2
3038,0.323223888874,0.512628495693,0.164147645235,1
4175,0.193441137671,0.47927442193,0.327284395695,1
2215,0.105291068554,0.549862682819,0.344846218824,1
7230,0.0690024569631,0.600512266159,0.330485314131,2
7489,0.0703017637134,0.581163227558,0.34853503108,1
8700,0.0653560310602,0.626248300076,0.308395683765,1
10293,0.22482702136,0.484400182962,0.290772736073,1
2300,0.915913701057,0.0410153344274,0.0430709272623,0
10183,0.288836479187,0.469464093447,0.241699486971,1
4490,0.754497587681,0.118077531457,0.127424940467,1
10126,0.239892035723,0.573998630047,0.186109349132,1
2366,0.187702283263,0.57676255703,0.235535100102,1
3658,0.0688517391682,0.730008840561,0.20113940537,1
9005,0.226200968027,0.513221979141,0.260577052832,1
6594,0.132185906172,0.685878455639,0.181935667992,1
2256,0.253931730986,0.559616267681,0.186451941729,1
4754,0.161408260465,0.499463051558,0.339128613472,1
9724,0.168428063393,0.481704473495,0.349867463112,1
6942,0.18319812417,0.436003178358,0.380798697472,2
4998,0.14786426723,0.538443446159,0.313692271709,2
6531,0.19440549612,0.347510576248,0.458083897829,1
1267,0.203139305115,0.59003931284,0.206821337342,1
49,0.146651625633,0.42271026969,0.43063813448,2
5735,0.265950262547,0.555175721645,0.17887404561,2
1351,0.197003558278,0.634642422199,0.168354019523,0
3077,0.126453623176,0.704203546047,0.169342860579,1
7468,0.0656213983893,0.655814707279,0.278563886881,2
7957,0.893559157848,0.0598000772297,0.0466408394277,0
3096,0.245731770992,0.561525344849,0.192742913961,1
7728,0.214523866773,0.540375292301,0.245100781322,2
1005,0.0697785615921,0.743564724922,0.186656698585,1
3606,0.310511559248,0.510035514832,0.179452940822,0
9664,0.0785771906376,0.703458666801,0.217964202166,1
3231,0.19249561429,0.594355106354,0.213149234653,1
131,0.895966291428,0.0601696409285,0.0438641011715,0
5781,0.0675671622157,0.688793599606,0.243639200926,1
7224,0.141603156924,0.430550843477,0.4278460145,1
5954,0.177711412311,0.475653558969,0.346634984016,2
7696,0.91825056076,0.0453570969403,0.036392416805,0
6444,0.125969216228,0.595878958702,0.278151839972,2
4584,0.165207505226,0.47563418746,0.359158366919,2
9242,0.0541622117162,0.471008002758,0.474829852581,2
3543,0.307104080915,0.531789362431,0.161106526852,1
2015,0.176580235362,0.517324984074,0.306094765663,2
9853,0.182762876153,0.482512503862,0.334724664688,1
8808,0.0635326504707,0.666832208633,0.269635140896,1
7700,0.181855484843,0.476975917816,0.341168642044,1
7291,0.0715606883168,0.683796465397,0.244642868638,1
2901,0.202245458961,0.502060353756,0.295694172382,1
691,0.259920299053,0.564263701439,0.175815984607,1
377,0.207978636026,0.569542586803,0.222478806973,1
2810,0.102623842657,0.691139400005,0.206236749887,1
8703,0.16959528625,0.392835646868,0.437569081783,1
2011,0.0690044164658,0.471821933985,0.459173589945,1
1897,0.122864231467,0.691290974617,0.185844808817,1
7466,0.0999464392662,0.501265525818,0.398788064718,2
3903,0.166382178664,0.539815366268,0.293802469969,1
7183,0.744130432606,0.12958702445,0.126282483339,0
188,0.0606824532151,0.615308523178,0.32400906086,1
6497,0.336629509926,0.493613958359,0.169756576419,0
222,0.0686310455203,0.532017111778,0.399351865053,1
5512,0.237483605742,0.57303237915,0.189483985305,1
2159,0.0961117520928,0.62592291832,0.277965337038,1
4333,0.158335089684,0.677299082279,0.164365842938,1
6116,0.0593794472516,0.40123218298,0.539388358593,2
4824,0.0652106404305,0.445495069027,0.489294290543,2
9892,0.283272385597,0.492628157139,0.224099442363,0
5514,0.23755094409,0.449554949999,0.312894105911,2
8428,0.131464749575,0.513269364834,0.355265915394,2
6790,0.247177526355,0.549443602562,0.203378856182,2
9373,0.104442089796,0.562275409698,0.333282500505,1
10291,0.167990222573,0.516932010651,0.315077751875,1
5166,0.26526221633,0.489364892244,0.245372831821,2
3417,0.0718857347965,0.707216620445,0.220897704363,2
2007,0.188033863902,0.50358659029,0.308379560709,1
4452,0.159312978387,0.429027885199,0.411659121513,2
1166,0.130438312888,0.53244805336,0.337113648653,2
4145,0.181053668261,0.520330548286,0.298615783453,2
4679,0.730820059776,0.086681611836,0.182498276234,0
4684,0.19729359448,0.541924417019,0.260782003403,1
3819,0.0660892128944,0.659602642059,0.274308174849,2
7205,0.0540555864573,0.481367021799,0.46457734704,1
5847,0.111343972385,0.654624044895,0.23403199017,1
1108,0.218913435936,0.514689922333,0.266396641731,1
4501,0.163430333138,0.447844177485,0.38872551918,2
8379,0.76529365778,0.121403135359,0.113303229213,1
3833,0.899737894535,0.0580725260079,0.0421895757318,1
74,0.0680674389005,0.745302319527,0.186630263925,1
6758,0.336488813162,0.451449304819,0.212061867118,1
6586,0.0626669153571,0.593670129776,0.343662977219,1
7726,0.115085795522,0.551096796989,0.33381742239,1
1350,0.121251046658,0.694928944111,0.183820039034,2
4793,0.240090340376,0.426976531744,0.332933098078,0
6933,0.0691593140364,0.735426425934,0.195414215326,1
7669,0.192442193627,0.642538011074,0.165019825101,1
7725,0.0655733197927,0.717220425606,0.217206284404,1
2586,0.141744628549,0.674267470837,0.183987945318,2
9011,0.104034356773,0.553943812847,0.342021852732,2
6574,0.911981880665,0.04657028988,0.0414478071034,0
8405,0.0574626252055,0.473455518484,0.469081878662,2
5216,0.172796621919,0.518013060093,0.309190303087,1
2850,0.250983685255,0.558527648449,0.190488651395,1
2774,0.110562980175,0.545506000519,0.343931019306,2
4768,0.140731588006,0.412989526987,0.446278899908,2
8783,0.835210084915,0.0763046890497,0.0884851738811,0
3274,0.0781285390258,0.686847448349,0.235024049878,2
426,0.107179805636,0.54968804121,0.343132138252,1
6889,0.2054695189,0.58988058567,0.20464989543,1
4924,0.156554609537,0.501956641674,0.341488718987,1
8165,0.836001157761,0.103435069323,0.0605637915432,0
1057,0.110353991389,0.639309823513,0.250336199999,2
2173,0.0612574592233,0.59027081728,0.34847176075,2
1727,0.0693416446447,0.661300778389,0.269357562065,1
2407,0.0710317268968,0.560751736164,0.368216574192,2
3245,0.0634271353483,0.539386212826,0.397186666727,1
1474,0.0733564719558,0.595965147018,0.330678373575,1
6201,0.0590586215258,0.565499901772,0.375441491604,1
1374,0.908453822136,0.0480332747102,0.0435129366815,0
1651,0.259913116693,0.584913253784,0.155173659325,1
8254,0.0538480319083,0.467127472162,0.479024559259,1
6998,0.105973146856,0.578267812729,0.315759003162,1
3392,0.819139420986,0.104901202023,0.0759593099356,0
4638,0.170588627458,0.477873414755,0.351538002491,2
6726,0.267251044512,0.516113579273,0.216635406017,1
8709,0.138104841113,0.479396849871,0.382498323917,1
658,0.0645576640964,0.741229295731,0.194213062525,1
795,0.897015273571,0.0579776875675,0.0450070500374,0
8893,0.25957646966,0.508241891861,0.23218165338,2
344,0.171944051981,0.435698509216,0.392357498407,1
9334,0.0609990395606,0.554534435272,0.38446649909,1
3174,0.270303189754,0.506283044815,0.223413795233,1
9266,0.903124988079,0.0554167330265,0.0414582975209,0
10274,0.336131900549,0.499275177717,0.164592936635,1
5541,0.301366448402,0.54165905714,0.15697452426,1
4730,0.819641172886,0.0633362531662,0.117022499442,0
7428,0.157574549317,0.40263479948,0.439790636301,1
9879,0.0731260329485,0.714567065239,0.212306886911,2
4358,0.257741123438,0.536897599697,0.205361247063,1
4076,0.0681693702936,0.459034740925,0.472795903683,2
7376,0.0582432337105,0.54925352335,0.392503231764,1
2974,0.254588901997,0.518863201141,0.226547881961,1
1579,0.0678437873721,0.549581706524,0.382574528456,1
1119,0.173667758703,0.560701429844,0.265630781651,1
7245,0.0712448954582,0.585222184658,0.343532949686,1
5243,0.102250613272,0.552105605602,0.345643758774,1
5669,0.229824945331,0.532255649567,0.237919405103,1
869,0.118181586266,0.491483211517,0.390335142612,2
9694,0.0690047368407,0.647817373276,0.283177852631,1
5697,0.137765809894,0.369796335697,0.49243786931,2
7610,0.284464269876,0.479475289583,0.236060410738,1
6340,0.223958954215,0.578064501286,0.197976559401,1
5201,0.112275511026,0.698493242264,0.189231261611,1
6017,0.101154670119,0.523749887943,0.375095456839,1
476,0.170653775334,0.564310848713,0.265035390854,1
2642,0.0625992119312,0.719014763832,0.218385994434,1
459,0.202793091536,0.608031749725,0.18917517364,1
1113,0.0608451850712,0.705670416355,0.233484342694,1
9753,0.0656256601214,0.715523838997,0.218850508332,1
6166,0.0742878466845,0.595635890961,0.330076247454,2
2631,0.845827817917,0.0739695057273,0.0802026987076,0
125,0.14007294178,0.420169979334,0.439757108688,0
1233,0.886966407299,0.0571990087628,0.0558345466852,1
8074,0.144616231322,0.412708461285,0.442675322294,1
822,0.0577961094677,0.596112370491,0.346091538668,1
8175,0.780066728592,0.123082622886,0.0968506783247,0
9178,0.148698791862,0.486561715603,0.364739507437,2
9733,0.0616988241673,0.504025399685,0.434275746346,1
4641,0.140663012862,0.448851287365,0.410485714674,1
179,0.16564284265,0.462458014488,0.371899157763,1
2907,0.134464427829,0.419242888689,0.446292668581,1
7740,0.837179720402,0.0831159800291,0.0797042325139,0
6117,0.151068642735,0.619282603264,0.229648798704,1
5687,0.0759929418564,0.511808216572,0.412198811769,2
2190,0.191710948944,0.49393042922,0.314358651638,0
6389,0.0700322538614,0.622739911079,0.30722784996,2
3304,0.0791433900595,0.549254596233,0.371602028608,1
8779,0.290809720755,0.51303178072,0.196158483624,1
4423,0.0595891699195,0.607022166252,0.33338868618,1
4198,0.150398910046,0.523313224316,0.326287925243,2
9700,0.158801212907,0.346719235182,0.49447953701,2
375,0.0694265812635,0.729018807411,0.201554566622,2
2441,0.169263914227,0.499353706837,0.331382364035,1
645,0.104268781841,0.529563248158,0.366167992353,2
1606,0.160119861364,0.55448371172,0.285396397114,2
1360,0.174696728587,0.438871026039,0.386432230473,1
3298,0.0715504139662,0.604655504227,0.323794037104,1
8251,0.796327650547,0.102699160576,0.100973188877,1
5428,0.212494760752,0.452304661274,0.335200548172,2
4257,0.0643811970949,0.532341718674,0.403277099133,1
5049,0.0598374865949,0.614936053753,0.325226485729,1
4537,0.0755783990026,0.475488752127,0.448932856321,2
8583,0.209366485476,0.602918505669,0.187715038657,1
551,0.0666768550873,0.762914657593,0.170408546925,1
9559,0.0705658942461,0.630082368851,0.299351751804,2
1750,0.059582747519,0.562081515789,0.37833571434,1
5744,0.154581591487,0.433232724667,0.412185668945,1
1162,0.147288024426,0.614178240299,0.238533735275,2
6969,0.115468248725,0.532952129841,0.351579636335,1
4403,0.204723715782,0.579699277878,0.215576991439,1
3767,0.0749209970236,0.666338741779,0.258740246296,1
1837,0.326954483986,0.491306751966,0.18173879385,1
2207,0.922246277332,0.0430542938411,0.0346995145082,0
6492,0.0717610493302,0.667060256004,0.261178672314,2
6988,0.197417706251,0.46903771162,0.333544552326,2
9875,0.198152244091,0.418719172478,0.383128553629,2
9960,0.0728854760528,0.701667189598,0.225447297096,2
3040,0.199568644166,0.410137474537,0.390293926001,1
7108,0.250155329704,0.571130394936,0.178714320064,1
1753,0.064744643867,0.578575491905,0.356679856777,2
5457,0.908405125141,0.0464356467128,0.0451591908932,0
5760,0.213089898229,0.5401288867,0.246781185269,2
6825,0.178716540337,0.590358555317,0.230924904346,1
8216,0.162356510758,0.393735140562,0.443908363581,1
3579,0.148414462805,0.669211387634,0.182374164462,1
4996,0.0637126341462,0.606708467007,0.329578906298,1
1015,0.683223128319,0.160588562489,0.156188353896,0
4828,0.0680938735604,0.542160689831,0.389745444059,2
10343,0.124458789825,0.686226725578,0.189314454794,1
9396,0.220329806209,0.445516884327,0.334153294563,0
7103,0.0593770369887,0.597895145416,0.34272775054,1
6448,0.18284368515,0.395037651062,0.42211869359,2
2878,0.204961359501,0.491910785437,0.303127855062,1
7037,0.0724419429898,0.646111249924,0.281446814537,1
5252,0.203132882714,0.482304692268,0.314562410116,2
1738,0.0605743043125,0.584721207619,0.354704529047,1
668,0.248166278005,0.471164286137,0.280669420958,2
2402,0.286686599255,0.479100614786,0.234212830663,1
3387,0.0674743354321,0.569809138775,0.362716525793,1
5307,0.155779153109,0.47880384326,0.365417003632,2
1285,0.171464502811,0.5032132864,0.325322180986,1
8692,0.203882277012,0.618326842785,0.177790820599,1
6091,0.34160900116,0.518385887146,0.140005096793,0
995,0.0690718069673,0.74546790123,0.18546025455,1
5032,0.0591430850327,0.501180827618,0.439676105976,2
6708,0.0671411603689,0.455294787884,0.477564036846,2
6660,0.149261429906,0.650422692299,0.200315862894,1
6414,0.0625495910645,0.66631180048,0.271138638258,1
587,0.225182786584,0.584469735622,0.190347507596,1
8602,0.187641948462,0.5010201931,0.311337828636,1
6652,0.912789940834,0.0422351844609,0.0449748337269,0
6993,0.0639525949955,0.707905590534,0.22814181447,1
4270,0.18714505434,0.464469909668,0.348385065794,1
4003,0.194200724363,0.561516463757,0.244282826781,1
9150,0.150453403592,0.514240443707,0.335306167603,1
10195,0.153909578919,0.378885924816,0.467204540968,2
5807,0.161333918571,0.392496943474,0.446169137955,1
3806,0.333987623453,0.482954472303,0.183057904243,1
8466,0.318936645985,0.506365537643,0.174697816372,2
8495,0.0634702444077,0.570877850056,0.365651875734,2
3246,0.0633438304067,0.672921657562,0.263734519482,1
838,0.0653343871236,0.608065545559,0.32660010457,1
5961,0.0996794551611,0.529162585735,0.3711579144,2
5582,0.822774887085,0.105750404298,0.0714746490121,1
1822,0.911248743534,0.0485306195915,0.0402206555009,0
1805,0.853810191154,0.0710882768035,0.0751015543938,0
272,0.0628385320306,0.65870565176,0.278455853462,1
2074,0.102005496621,0.569114089012,0.328880399466,1
2564,0.0599509812891,0.559970796108,0.38007825613,1
4467,0.15236634016,0.477864414454,0.369769185781,1
535,0.837468504906,0.0549361817539,0.107595294714,0
8529,0.899439394474,0.0609586313367,0.039601996541,0
1059,0.251664191484,0.532293379307,0.216042414308,2
5793,0.157782688737,0.502045452595,0.340171843767,1
9693,0.155069157481,0.553057968616,0.291872888803,2
5101,0.272970944643,0.484525084496,0.242504030466,0
2050,0.231768041849,0.540666043758,0.227565869689,2
1647,0.710401177406,0.156885385513,0.132713466883,0
1682,0.916496098042,0.0458326265216,0.037671238184,0
7027,0.0601884499192,0.60224455595,0.337567001581,1
5598,0.245484143496,0.608074188232,0.146441668272,1
9120,0.204312205315,0.525423288345,0.270264476538,1
4653,0.0633232817054,0.657652139664,0.279024600983,1
8622,0.901388704777,0.0509653128684,0.0476459562778,0
7309,0.0608356706798,0.608286559582,0.330877751112,2
5894,0.235110402107,0.60046005249,0.1644295156,1
3801,0.0613342523575,0.393137305975,0.545528411865,2
404,0.155324518681,0.501123905182,0.343551546335,1
4818,0.128620356321,0.666477024555,0.204902559519,2
10339,0.0655057057738,0.714589953423,0.219904303551,1
6278,0.219311460853,0.601010978222,0.179677605629,1
6634,0.0763773694634,0.69717425108,0.226448327303,1
10202,0.0639718472958,0.694983541965,0.241044580936,2
1224,0.914162158966,0.0463269390166,0.0395109392703,0
9744,0.0671416968107,0.722018182278,0.21084010601,1
7232,0.155115917325,0.438556104898,0.406327933073,2
7559,0.0673448368907,0.728552103043,0.204103082418,1
8163,0.189367666841,0.513388395309,0.297243982553,2
4611,0.0614897832274,0.568858981133,0.369651257992,1
9155,0.159951716661,0.4601521492,0.379896074533,1
653,0.0608816929162,0.558944702148,0.38017359376,2
1900,0.898086249828,0.0430250093341,0.0588886775076,0
7945,0.0654945895076,0.505512356758,0.428993076086,2
4761,0.0593526735902,0.388286948204,0.552360415459,2
3825,0.225334614515,0.602777957916,0.171887382865,1
900,0.280671387911,0.551371335983,0.167957216501,1
1336,0.195426389575,0.587528884411,0.217044740915,1
4095,0.11095097661,0.615440428257,0.273608624935,1
8587,0.0778490677476,0.65498650074,0.267164438963,2
9709,0.125736251473,0.51514339447,0.359120339155,1
8731,0.153668940067,0.50685274601,0.339478284121,1
616,0.124147638679,0.545169115067,0.330683261156,1
